0,Actor ID/SRN,Role,Country,Actor/Organisation name,VAT number,EORI,National trade register,Street name,Street number,Address line 2,PO box,City,Postal Code,Country,Email,Phone number,Website
15188,PK-MF-000009323,Manufacturer,Pakistan,Pheasant Surgical Corporation,3403498-6,,The Sialkot Chamber of Commerce and Industry ,786-Nai Abadi Murad Pur ,,51310 Sialkot-Pakistan,2787,Sialkot,51310,Pakistan,pheasant.europe@gmail.com,03008617303,www.pheasantsurgical.com
15189,FR-MF-000002558,Manufacturer,France,Techno Concept,FR08420025454,,,Place de l'Encas,25,Zone Industrielle Saint-Maurice,,MANOSQUE,04100,France,regulatory@technoconcept.com,+33 492 790 856 ,www.technoconcept.com
15190,NL-MF-000003016,Manufacturer,Netherlands,AIRMAX BV,NL815082502B01,NL815082502,28107794,Rhijngeesterstraatweg ,58b,,Postbus 1046,Oegstgeest,2341BV,Netherlands,info@airmax.nu,0715170770,www.airmax.nu
15191,DE-MF-000005588,Manufacturer,Germany,CM Instrumente GmbH,DE811571407,DE3482812,HRB 450778,Gaensaecker,56,,,Tuttlingen,78532,Germany,qm@cm-instrumente.de,,www.cm-instrumente.de
15192,MT-MF-000012825,Manufacturer,Malta,LiquidPro Ltd,MT26459735,MT26459735, C 92440,Old Bakery street ,166,,,Valletta,1455,Malta,info@earpro.co,,
15193,NL-MF-000008381,Manufacturer,Netherlands,Linde Gas Therapeutics Benelux BV,,,,De Keten,7,,,Eindhoven,5651GJ,Netherlands,harry.verdonk@linde.com,,
15194,CN-MF-000003013,Manufacturer,China,"Hubei Dechen Biotechnology Co.,Ltd",,,,"No.7 workshop, Huangjinshan Science and Technology Park,  No.189 Jinshan Avenue, Economic and Technological Development Zone,",,,,"HuangshiCity, HubeiProvince,",435200,China,1604851992@qq.com,,
15195,DE-MF-000005584,Manufacturer,Germany,Dimeda Instrumente GmbH,DE142939981,DE3482820,HRB450177,Gaensaecker ,54+58,,,Tuttlingen,78532,Germany,qm@dimeda.de,,www.dimeda.de
15196,SE-MF-000002090,Manufacturer,Sweden,Human Care HC AB,SE556494633201,,,Årstaängsvägen ,21B,,,Stockholm,11743,Sweden,info.se@humancaregroup.com,+46 8 510 132 00,humancaregroup.com
15197,FR-MF-000002466,Manufacturer,France,PRESAGE,FR88851348235,,Paris B 851 348 235,Boulevard de Sébastopol,72,,,PARIS,75003,France,jhveyron@presage.care,+33 1 49 96 42 42,www.presage.care
15198,FR-MF-000002423,Manufacturer,France,NAOMED,FR31851637082,FR85163708200021,Nantes 851 637 082,rue Louis Bréguet,14,,,Sainte Luce sur Loire,44980,France,contact@naomed.fr,+33251132805,www.naomed.fr
15199,IT-MF-000009224,Manufacturer,Italy,RIMSA P. LONGONI S.r.l.,00876160961,IT00876160961,,Via Monterosa,18/22,,,Seregno,20831,Italy,info@rimsa.it,+39 0362 325709,www.rimsa.it
15200,SE-MF-000002371,Manufacturer,Sweden,Nordic activity AB,SE556655163501,SE5566551635,Läkemedelsverket,Lokegatan,5,,,HÖGANÄS,263 37,Sweden,nordic@nordicactivity.se,+46 42-147860,nordicactivity.se
15201,IT-MF-000009227,Manufacturer,Italy,Eufoton Srl,00970570321,IT00970570321,TS114755,Flavia ,23/1,,,Trieste,34148,Italy,info@eufoton.it,040 9899082,www.eufoton.it
15202,CN-MF-000002380,Manufacturer,China,Shangxian Minimal Invasive Inc.,,,91210500068340327C,Shennong Street,No.18,Economic and Technological Development Zone,,Benxi ,117004,China,chi_lei@shangxianinc.com,,
15203,SK-MF-000019263,Manufacturer,Slovakia,"OXYMAT - Slovakia, s.r.o.",SK2022229374,,,Vaďovce,87,,,Vaďovce,916 13,Slovakia,GroupQualitySK@oxymat.com,+421327790123,www.oxymat.com
15204,DE-MF-000006906,Manufacturer,Germany,E&L medical systems GmbH,DE 198 648 275,,Amtsgericht Fürth,Wetterkreuz,19,,,Erlangen,91058,Germany,info@eundl.de,+499131810330,www.eundl.de
15205,DE-MF-000005165,Manufacturer,Germany,WOLF-Medizintechnik GmbH,DE150539257,DE5167728,HRB 202593,Am Wachtelberg,15,,,St. Gangloff,07629,Germany,info@womed.net,+49 36606 60441,www.womed.net
15206,NL-MF-000002689,Manufacturer,Netherlands,FarMedAIS BV,859098837B01,,72403853,Houttuinlaan,12,,,Woerden,3447GM,Netherlands,info@farmedvisie.nl,,
15207,CN-MF-000006505,Manufacturer,China,"Guangdong Kindly Medical Device Group Co.,Ltd.",914404006304429625,,,"Room101, Building A, No.288 East Airport Road, Sanzao Town, Jinwan District",No.288,,,"Zhuhai, Guangdong",519040,China,zhzjb@kdlchina.com,,
15208,SE-MF-000002089,Manufacturer,Sweden,Minitube AB,SE556716406501,,,Byvägen,44,,,Trångsviken,83596,Sweden,info@minitube.se,,www.minitube.se
15209,FR-MF-000004145,Manufacturer,France,STEPHANIX,FR70332390566,,,Jean Moulin,10,ZI du Bayon,,LA RICAMARIE,42150,France,quality@stephanix.com,+33(4)77478160,http://www.stephanix.com/
15210,CN-MF-000003010,Manufacturer,China,"VG Medical Technology Co., Ltd.",91320200746228546Q,,,"No. 35-201, Changjiang South Road, Xinwu District",,,,"Wuxi, Jiangsu",214142,China,joanna.he@vg-med.com,86-510-85414999,www.vg-med.com
15211,JP-MF-000003008,Manufacturer,Japan,"ARKRAY Factory, Inc.",,,,Koji,1480,,,"Konan-cho, Koka-shi, Shiga",520-3306,Japan,support_arkrayeurope@arkray.co.jp,,
15212,CN-MF-000011206,Manufacturer,China,"Jianerkang Medical Co., Ltd.",,,," Jianerkang Road, Zhixi Town Industrial Zone, Jintan District",No.1,,,"Changzhou City, Jiangsu Province",213251,China,thf@chinajek.com,,
15213,US-MF-000002426,Manufacturer,United States,"Cardiac Dimensions, Inc.",DE294428847,DE629033641214966,,Lake Washington Blvd NE,5540,,,Kirkland,98033,United States,eurep@cardiacdimensions.com,+1 425-605-5934,cardiacdimensions.com
15214,CN-MF-000003027,Manufacturer,China,"Intco Medical Technology Co.,Ltd.",,9137030068946500X7,,"No.18,Qingtian Road,Qilu Chemical Industry Park,Linzi District,Zibo City,Shandong Province,China",,,,"Zibo City,Shandong Province",255400,China,info@intco.com,,
15215,DE-MF-000017408,Manufacturer,Germany,HOLTSCH Medizinprodukte GmbH,DE811962816,DE3960617,Amtsgericht Wiesbaden,In den Faltern,13,,,Taunusstein,65232,Germany,info@holtsch-med.com,+496128917177,www.holtsch-med.com
15216,PL-MF-000002807,Manufacturer,Poland,ACCREA Bartłomiej Stańczyk,PL 9461901148,PL946190114800000,,Hiacyntowa,20,Lublin,,Lublin,20-143,Poland,d.bak@accrea.com, +48 81 747 90 95,www.engineering.accrea.com
15217,DE-MF-000005073,Manufacturer,Germany,Dentaco GmbH & Co. KG,DE279983524,DE1904906,HRA9730,Max-Keith-Str. ,46,,,Essen,45136,Germany,info@dentaco.de,+492018098290,www.dentaco.de
15218,NL-MF-000002686,Manufacturer,Netherlands,Norman Health Products & Services BV,858920840B01,,71966226,Gustav Mahlerplein,251,,,Amsterdam,1082 MS,Netherlands,info@norman-health.com,+31850605308,"Www.norman-health.com, www.funghiclear.com"
15219,BE-MF-000002106,Manufacturer,Belgium,HippoCreates,BE0748.949.371,,,Staatsbaan,294,,,Bekkevoort,3460,Belgium,senne@hippocreates.be,,https://www.hippocreates.be
15220,IL-MF-000016062,Manufacturer,Israel,EndoAid Ltd.,,,514902162,Haeshel street,43,Caesarea Business Park,POB 3067,Caesarea,3088900,Israel,dan@endo-aid.com,+972 4 6239014,https://www.endo-aid.com/
15221,SE-MF-000004856,Manufacturer,Sweden,MA-GO Scandinavia AB,SE556785706401,,,Kåsatorpsvägen,15,,,Skövde,54134,Sweden,info@mago.se,+46 500484974,
15222,CN-MF-000023961,Manufacturer,China,"Heng Chuang Plastic & Metal Co., Ltd.",,,,"Yingguang Road, Shangjiao District, Changan Town","No.16, ",,,Dongguan Guangdong ,523878,China,info@hc-mold.net,,
15223,DE-MF-000006766,Manufacturer,Germany,Injex Pharma GmbH,DE246480472,DE6443745,,Beeskowdamm ,6,,,Berlin,14167,Germany,detlef.purbst@injex.de,+4930585838263,www.injex.de
15224,CN-MF-000008503,Manufacturer,China,"FUJIAN FURUISI OUTDOOR ARTICLES CO.,LTD.",91350500156102521K,,,HUOJU INDUSTRIAL AREA NANHUAN ROAD LICHENG,No. 288,,,Quanzhou,362000,China,furuisi@hotmail.com,+86 595 22462299,
15225,DE-MF-000005729,Manufacturer,Germany,aidhere GmbH,DE325524404,,Hamburg- HRB 157850,Röntgenstrasse,24,c/o Health Innovation Port,,Hamburg,22335,Germany,info@aidhere.de,,https://aidhere.de/
15226,US-MF-000003006,Manufacturer,United States,Xeridiem Medical Devices (A Spectrum Plastics Group Company),,,,S. Overland Drive,4700,,,"Tucson, AZ",85714,United States,steven.murray@spectrumplastics.com,+1 520 882 7794,www.spectrumplastics.com
15227,DE-MF-000005633,Manufacturer,Germany,aks Aktuelle Krankenpflege Systeme GmbH,DE122650784,DE3309800,"Handelsregister B 4197, Amtsgericht Siegburg",Antwerpener Strasse,6,,,Troisdorf,53842,Germany,eudamed@aks.de,+49 2241 9474 0,www.aks.de
15228,US-MF-000007702,Manufacturer,United States,American Orthodontics,,,,Washington Avenue,3524,,,Sheboygan,53081,United States,lgottsacker@americanortho.com,1-800-558-7687,info@americanortho.com
15229,DE-MF-000007461,Manufacturer,Germany,Chemische Fabrik Kreussler & Co. GmbH,DE113834741,DE2799049,2749,Rheingaustraße,87-93,,,Wiesbaden,65203,Germany,md@kreussler.com,+49 (0) 611 92 71 0,https://www.kreussler.com
15230,FR-MF-000002560,Manufacturer,France,TRIBVN Healthcare,FR19538927120,,538 927 120 R.C.S. Paris,Rue du Capitaine Scott,2,,,Paris,75015,France,info@tribvn-hc.com,+33 1 81 80 75 75,https://www.tribvn-hc.com/fr/
15231,FR-MF-000009100,Manufacturer,France,GLOBEX SAS,FR50408372373,FR4083723700022,B408372373,Rue Lohizun,3,Z.A. du Hillans,,SAINT PIERRE D'IRUBE,64990,France,pierre.lacommere@vdh64.fr,+33559442943,https://lunettes-globex.com/
15232,US-MF-000002614,Manufacturer,United States,OSI Optoelectronics,,,,Chadron Avenue,12525,,,Hawthorne,90250,United States,jkovach@osioptoelectronics.com,14252819395,OSI-SYSTEMS.COM
15233,NL-MF-000002684,Manufacturer,Netherlands,SanoMed Manufacturing B.V.,NL 8169 86 757 B01,08169 86 757,22061660,Transportweg ,13-001,,4501PS,Oostburg,4501PS,Netherlands,info@sanomed.nl,+32477373507,www.sanomed-manufacturing.eu
15234,IT-MF-000009215,Manufacturer,Italy,NEW OPTIC ITALIA,02474290067,,,STRADA SERRAVALLE,30,,15067,NOVI LIGURE,15067,Italy,info@noi-ita.com,+39143596376,
15235,DE-MF-000006166,Manufacturer,Germany,SycoTec GmbH & Co. KG,DE814762739,DE6590543,HRA 720114,Wangener Straße,78,,,Leutkirch,88299,Germany,info@sycotec.eu,+497561860,https://www.sycotec.eu/
15236,ES-MF-000002092,Manufacturer,Spain,Teyder S.L.,B58570581,ESB58570581,,Polígono Industrial Sant Antoni,5,Nave 5,08620,Sant Vicenç dels Horts,08620,Spain,teyder@teyder.com,933819011,www.teyder.com
15237,IT-MF-000012892,Manufacturer,Italy,GEM SRL,01544010463,,,VIA DEI CAMPI,2,,427,VIAREGGIO,55049,Italy,info@gemitaly.it,+39 0584 391388/389784,www.gemitaly.it
15238,RO-MF-000002110,Manufacturer,Romania,S.C. CAMP MEDICA DISTRIBUTION SRL,16768740,RO16768740,J40/14862/17.09.2004,Stanei,29,,,Bucuresti,041251,Romania,camp@camp.ro,+40744682899,www.campmedica.ro
15239,DE-MF-000005902,Manufacturer,Germany,CB Healthcare Consulting GmbH,,,,Am Neumarkt,34,,,Hamburg,22041,Germany,CBRegulatory@henryschein.de,,
15240,NL-MF-000004367,Manufacturer,Netherlands,KIMBERLY-CLARK B.V.,NL009535020B01,NL009535020,,Copernicuslaan,35,,,Ede,6716BM,Netherlands,CSD.E@kcc.com,,
15241,US-MF-000003004,Manufacturer,United States,INTERSCOPE,NL8242.92.741.B01,,,COMMERCE DRIVE,200,,,NORTHBRIDGE,01534,United States,Jeffery.ryan@interscopemed.com,,interscopemed.com
15242,PL-MF-000008129,Manufacturer,Poland,Alvo Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,PL6981824501,PL698182450100000,KRS0000390448,Południowa ,21a,,64-030,Śmigiel,64-030,Poland,office@alvo.pl,+48 65 518 98 49,www.alvo.pl
15243,NO-MF-000002135,Manufacturer,Norway,Hansen Protection AS,NO871200092MVA,,Norway,Tykkemyr ,27,,1597,Moss,1597,Norway,hpro@hpro.no,+4769001300,www.hansenprotection.no
15244,DE-MF-000006487,Manufacturer,Germany,axion GmbH,DE812905913,6626130,HRB 224906 Amtsgericht Stuttgart,Mollenbachstr.,13,,,Leonberg,71229,Germany,service@axion-net.de,+4971523539110,www.axion.shop
15245,JP-MF-000007213,Manufacturer,Japan,"OMRON Healthcare Co., Ltd.",7130001024920,,,Kunotsubo,53,"Terado-Cho, Muko",,Kyoto,617-0002,Japan,info.omronhealthcare@omron.com,,
15246,FR-MF-000002420,Manufacturer,France,PROMOSAC MEDIPROTEC,FR51612040816,FR61204081600037,RCS EVRY B 612040816,RUE DU POITOU,9,ZAC MAISON NEUVE,,BRETIGNY SUR ORGE,91220,France,sandrine.colombel@promosac.com,,www.promosac.com
15247,AT-MF-000007137,Manufacturer,Austria,WINpharma Herstellungs- und Vertriebs-GmbH,ATU57532959,ATEOS1000067941,242002k,Untere Hauptstraße,10,,,Wilhelmsburg,3150,Austria,office@winpharma.at,+43274621008,www.winpharma.at
15248,CN-MF-000003003,Manufacturer,China,"Xiamen Tianfu Health Science and Technology Co.,Ltd",,,,"Floor 4,1st plant, No.19, Fuming Er Road ,Tong’an District,",,,,"Xiamen,",361100,China,xmtianfu@163.com,,
15249,IE-MF-000002107,Manufacturer,Ireland,Podiatry Products Limited,IE 8256072B,IE8256072B,256072,"Tramore Commercial Park, ",,"Tramore Road, Ballyphehane",,Cork,T12 HE17,Ireland,prrc@pplbiomechanics.com,+ 353 (0)21 4320277,www.pplbiomechanics.com
15250,MT-MF-000002777,Manufacturer,Malta,Blokkx Ltd,MT25061709,MT25061709,C76924,60 Amery Street,,SLM1707 Sliema,,Sliema,SLM1707,Malta,fz@blokkx.com,,Yanimed.com
15251,CZ-MF-000002261,Manufacturer,Czech Republic,Omega Optix s.r.o.,CZ64572366,CZ64572366,,Klimentská,1216/46,"Nové Město, 110 00 Praha 1",,Praha 1,110 00,Czech Republic,info@omega-optix.cz,326920011,
15252,NL-MF-000002682,Manufacturer,Netherlands,MRIguidance B.V.,NL856499912B01,,,Gildstraat,91a,,,Utrecht,3572EL,Netherlands,info@mriguidance.com,+31 854 000 810,www.mriguidance.com
15253,CN-MF-000003320,Manufacturer,China,"Shenzhen Kisshealth Biotechnology Co., Ltd",,,,"301, Building B, No. 16-1 Jinhui Road, Jinsha Community, Kenzi Sub-district Office, Pingshan District",,"301, Building B1, Compass Life Science Industrial Park, Julongshan Road A, Xiuxin Community, Kengzi Street, Pingshan District",,Shenzhen,518118,China,KISSH@kisshealth.cn,+086 0755-89369187,www.kisshealth.cn
15254,DE-MF-000005873,Manufacturer,Germany,Kaniedenta Produktionsgesellschaft mbH,DE327583390,,Amtsgericht Bad Oeyenhausen HRB 16633,Zum Haberland,36,,,Herford,32051,Germany,eudamed@kaniedenta.productions,,
15255,DE-MF-000005416,Manufacturer,Germany,SanaPro Dental GmbH,DE300472962,DE776243244920859,Amtsgericht Bremen HRB 30414 HB,Stresemannstrasse,46,,,Bremerhaven,27570,Germany,eudamed@sanapro.dental,,
15256,DE-MF-000010845,Manufacturer,Germany,Harvard Dental International GmbH,DE276605097,DE1773704,Amtsgericht Frankfurt (Oder) HRB 17658 FF,Margaretenstrasse,2-4,,,Hoppegarten,15366,Germany,eudamed@harvard-dental-international.de,,
15257,DE-MF-000005871,Manufacturer,Germany,Bisico GmbH,DE327583381,,Amtsgericht Bielefeld HRB 43458,Johanneswerkstrasse,3,,,Bielefeld,33611,Germany,eudamed@bisico.productions,,
15258,FR-MF-000002418,Manufacturer,France,METANOÏA,FR38411801707,FR41180170700034,41180170700034,rue Léon Patoux,2,,,REIMS,51100,France,contact@metanoiasante.com,+33 9 726 309 05,www.metanoiasante.com
15259,DE-MF-000005436,Manufacturer,Germany,First Scientific Dental Materials GmbH,DE272362681,DE7909586,Amtsgericht Pinneberg HRB 8471 PI,Robert-Bosch-Strasse,2,,,Elmshorn,25335,Germany,eudamed@oxford-scientific.de,,
15260,DE-MF-000005435,Manufacturer,Germany,First Scientific Dental GmbH,DE813391130,DE4878841,Amtsgericht Pinneberg HRB 2171 EL,Robert-Bosch-Strasse,26,,,Elmshorn,25335,Germany,eudamed@first-scientific.de,,
15261,DE-MF-000005671,Manufacturer,Germany,R-dental Dentalmaterialien GmbH,DE325723600,,Amtsgericht Hamburg HRB 157845,Winterhuder Weg,88,,,Hamburg,22085,Germany,eudamed@r-dental.productions,,
15262,DE-MF-000006149,Manufacturer,Germany,DS Dental Supply GmbH,DE327830775,,Amtsgericht Hamburg HRB 159531,Stiller Weg,15 A ,,,Hamburg,22607,Germany,eudamed@ds-dental-supply.productions,,
15263,DE-MF-000005251,Manufacturer,Germany,P.L. Superior Dental Materials GmbH,DE193018815,DE5435609,Amtsgericht Hamburg HRB 66903,Stiller Weg,15a,,,Hamburg,22607,Germany,eudamed@pl-superior.de,,
15264,CN-MF-000012834,Manufacturer,China,"JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY CO.,LTD.",,,91321100703952657W,"No.1 Baisheng Road Development Zone, Danyang, Jiangsu 212300 CHINA",,,,"Danyang, Jiangsu ",212300,China,qa.yuwell@yuyue.com.cn,,
15265,VN-MF-000007312,Manufacturer,Vietnam,"Komex Vina Co., Ltd.",,,3800766751,Chon Thanh 1 Industrial zone, Lot A2.4,"Thanh Tam Village , Chon Thanh District.",Not available,Binh Phuoc Province,833300,Vietnam,kmxceo@gmail.com,+84 271 369 1192,www.komexcorp.com
15266,CN-MF-000011105,Manufacturer,China,Sandstone Medical(Suzhou) Inc.,,,,PuTuoShan,168,,,Suzhou,215153,China,juanjuans@sandstonemed.com,,
15267,KH-MF-000003021,Manufacturer,Cambodia,"SESMED (CAMBODIA) Healthcare Product Co., Ltd.",L001-901637156,,," No.4 National Road 212Km, Prey Nob District, Sihanouk Ville",No.4,,,Sihanouk Ville,180101,Cambodia,hujiyuan@seshealthcare.com,,
15268,US-MF-000003025,Manufacturer,United States,BioPoly LLC,,,,7136 Gettysburg Pike,,,46804,FORT WAYNE,46804,United States,sheila.schwartz@schwartzbiomedical.com,+2609996135,info@biopolyortho.com
15269,US-MF-000002917,Manufacturer,United States,"Biotex, Inc.",,,,Holmes Road,114,,,Houston,77045,United States,regulatory@biotexmedical.com,+17137410111,https://www.biotexmedical.com/
15270,US-MF-000002761,Manufacturer,United States,Formlabs Ohio Inc.,,,,27800 Lemoyne Rd,,,,"Millbury, Ohio",43447,United States,sam.murray@formlabs.com,,
15271,FR-MF-000019302,Manufacturer,France,Groupe Sebbin,FR 94 519 665 467,FR 519 665 467 00014,519 665 467,Parc d'Activités Les Quatre Vents,39,,,Boissy l'Aillerie,95650,France,contact@sebbin.com,,
15272,AT-MF-000002010,Manufacturer,Austria,mySugr GmbH,ATU67061939,,,Trattnerhof ,1/5 OG,,,Vienna,1010,Austria,support@mysugr.com,+43 720 884555,https://www.mysugr.com
15273,IT-MF-000009232,Manufacturer,Italy,SODIM SRL,02385190034,,NO - 233241,Circonvallazione,4,,28015,Momo,28015,Italy,effesol.sol@gmail.com,,
15274,FR-MF-000004678,Manufacturer,France,Laboratoires INNOTHERA,FR04388422594,,,22 Avenue Aristide Briand,,,,ARCUEIL,94110,France,contact-eudamed@innothera.com,,
15275,FR-MF-000003576,Manufacturer,France,CIE CONCORDE IMPORT EXPORT,FR30682016803,FR68201680300046,TRIBUNAL DE COMMERCE DE NANTERRE ,Rue Saint Didier,9,,,PARIS,75116,France,l.gabbay@concorde-ie.com,+33(0)147578648,
15276,FR-MF-000000959,Manufacturer,France,BRAINTALE,FR03840995138,,,Boulevard de l'Hôpital,47-83,,,PARIS,75013,France,contact_regulation@braintale.fr,,
15277,FR-MF-000003246,Manufacturer,France,NEURELEC,FR70487829574,,,Chemin Saint-Bernard,2720,,,Vallauris,06220,France,info@oticonmedical.com,,
15278,ES-MF-000000391,Manufacturer,Spain,"ADAS3D MEDICAL, S.L.",B67430926,ESB67430926,,C/ Paris ,179,2º 2ª,,Barcelona,08036,Spain,info@adas3d.com,+34 93 328 39 64,www.adas3d.com
15279,FR-MF-000002411,Manufacturer,France,Cardiologs Technologies,FR65801641515,,,rue Saint-Denis,136,,,Paris,75002,France,contact@cardiologs.com,+33 1 42 61 32 16,https://cardiologs.com/
15280,NL-MF-000006687,Manufacturer,Netherlands,Nijland Cycling B.V.,NL008984694B01,NL008984694,38020120,Telgenweg,12,,,Heeten,8111CM,Netherlands,info@nijland.com,+31572382222,www.nijland.com
15281,BE-MF-000002081,Manufacturer,Belgium,Kuraci bv,BE0674653212,BE0674653212,,Akkerstraat,15,,,Vosselaar,2350,Belgium,info@kuraci.be,,www.kuraci.be
15282,IT-MF-000009213,Manufacturer,Italy,ERREBI PAPER SRL INDUSTRIA CARTARIA,02058380045,IT02058380045,,Via Valle Infernotto,15,,,Cuneo,12100,Italy,info@errebipaper.it,,www.errebipaper.it
15283,FR-MF-000002452,Manufacturer,France,MECCELLIS BIOTECH,FR11533383535,FR53338353500036,533383535,RUE DE QUEBEC,75,,,LA ROCHELLE,17000,France,regulatory@meccellis.com,,www.meccellis.com
15284,DE-MF-000006961,Manufacturer,Germany,Fleischhacker GmbH & Co. KG,,,,An der Silberkuhle,18,,,Schwerte,58239,Germany,info@fleischhacker.biz,+49 2304 931 0,Fleischhacker.biz
15285,PL-MF-000002247,Manufacturer,Poland,Orthoguard Maciej Tomczuk,8231641186,PL823164118600000,,Spacerowa,16,,,Sokołów Podlaski,08-300,Poland,info@orthoguard.pl,+48 664 269 146,www.orthoguard.pl
15286,DE-MF-000005023,Manufacturer,Germany,Reiher GmbH,DE166433556,DE2987813,HRB Braunschweig,Saarbrückener Straße ,254,,,Braunschweig,38116,Germany,gf@reiher.de,+4953152081,
15287,CN-MF-000002916,Manufacturer,China,"Nantong Taiweishi Medical Technology Co., Ltd.",,,,"Taihangshan Road, New District, Economic Development Zone, Rudong  County,",,,,"Nantong City,Jiangsu Province",226400,China,877299326@qq.com,,
15288,CN-MF-000002915,Manufacturer,China,"Foshan Yikang Medical Technology Co., Ltd",,,,"Workshop 3, Entrepreneur Middle Road, Zhaonan Industrial Zone,  Zhaoda Village, Shishan Town, Nanhai District,",,,,Foshan City,528225,China,info@yikangmedical.cn,,
15289,DE-MF-000005122,Manufacturer,Germany,Active Life GmbH,DE 252 311 049,,Amtsgericht Eschwege  HRB 2632,Eschweger Straße,10,,,Wanfried,37281,Germany,info@activelife-gmbh.de,+49 (0) 5655 924 979 0,www.activelife-gmbh.de
15290,CN-MF-000002914,Manufacturer,China,"Zhengzhou Meilanda Health Products Co., Ltd.",,,,"No. 68 Zijingshan South Road, Guodian Town, Xinzheng City,",,,,"Zhengzhou City, Henan Province,",451192,China,meilanda615@163.com,,
15291,CN-MF-000002913,Manufacturer,China,Qidong Yongsheng Medical Products Factory,,,,"No.9 East Yuelong Road Tech. Park of Qidong City,",,,,Jiangsu Province,226200,China,yongsheng@jsyongsheng.com,,
15292,DE-MF-000005120,Manufacturer,Germany,Werkmeister GmbH + Co. KG,DE 257 043 889,,HRA 2584,Eschweger Straße,10,,,Wanfried,37281,Germany,info@werkmeister-gmbh.de,+49 (0) 5655 98 99 0,www.werkmeister-gmbh.de
15293,CN-MF-000002912,Manufacturer,China,"Raxwell Industrial Technology (Shanghai) Co., Ltd.",,,,"Room 3501-3510, Building 2, No. 1077 Zuchongzhi Road,  China (Shanghai) Pilot Free Trade Zone,",,,,Shanghai,201203,China,ofelia_min@raxwell.cn,,
15294,CN-MF-000002911,Manufacturer,China,"Medker Medical Electronic Tech (Shenzhen) Co., Ltd",,,,"Rm 501, Building A, Yeming Mould Industrial Park, No. 19 Baoshan Road, Tianliao Community, Yutang Street, Guangming District ",,,,Shenzhen,518132,China,medkertech@outlook.com,,
15295,DE-MF-000009637,Manufacturer,Germany,PHYSIOMED ELEKTROMEDIZIN AG,DE133532854,DE2892952,Trade Register Nürnberg No. 16795,Hutweide,10,,91218 Schnaittach 48,Schnaittach,91220,Germany,info@physiomed.de,+49 9126 2587 0,www.physiomed.de
15296,CN-MF-000002910,Manufacturer,China,"Sichuan Yaqi Medical Technology Co., Ltd.",,,,"1-1-6 & 2-1-6, Unit 2, Building 3, No. 222, Third West Section, Outer  Ring Road, Yanjiang District,",,,,"Ziyang City, Sichuan Province,",641300,China,chenhangli@smartee.cn,,
15297,CN-MF-000002909,Manufacturer,China,"Henan Yubei Sanitary Materials Co.,Ltd",,,,"Pudong Industrial Park,",,,,Changyuan,453400,China,yubeiweicai@163.com,,
15298,DE-MF-000005119,Manufacturer,Germany,Moritz Reha-Hilfen GmbH,DE 318 390 753,,HRB 3314,Eschweger Straße,10,,,Wanfried,37281,Germany,info@rehamoritz.de,+49 (0) 5655 758 98 40,www.rehamoritz.de
15299,BE-MF-000003642,Manufacturer,Belgium,Mona Lisa N.V.,BE0456182981,BE0456182981,Hasselt,Kapelstraat,1,,,Herk-de-Stad,3540,Belgium,info@monalisa.eu,+32 (0) 11 455990,www.monalisa.eu
15300,IN-MF-000002918,Manufacturer,India,Vedia Solutions Division Of Laxmi Dental Export Pvt Ltd,27AABCL0001A1ZL,,Udyog Aadhar,"103, Akruti Arcade, Opp. A.H.Wadia School",,"J.P.Road, Andheri (West)",,Mumbai,400053,India,info@taglus.com,+91 96046 13870,www.taglus.com
15301,SK-MF-000002069,Manufacturer,Slovakia,EKOM spol. s r.o., SK2020395366,,,Priemyselná ,5031/18,,,Piešťany,92101,Slovakia,info@ekom.sk,+421 33 796 211,www.ekom.sk
15302,FR-MF-000003579,Manufacturer,France,LEMERPAX,FR18870801594,FR87080159400058,870801594,RUE DE LORRAINE,72,,,LA CHAPELLE-SUR-ERDRE,44240,France,contact@lemerpax.com,(33) 240252404,www.lemerpax.com
15303,CN-MF-000007718,Manufacturer,China,"Shenzhen Keborui Electronics Co., Ltd",,,9144030069711113XL,guangming road,27,"2F Building A, Huaxia Ind. Park",,shenzhen,518108,China,tangjia@keborui.com,,
15304,SE-MF-000002021,Manufacturer,Sweden,BiJas Produktion AB,SE556362583801,SE5563625838,,Gap Sundinsväg ,3,,,Eskilstuna,63346,Sweden,info@bijas.se,,www.bijas.se
15305,DE-MF-000004961,Manufacturer,Germany,EUKAMED OHG,DE319154997,DE869914154140534,HRA 24716,Cranachstr.,44,,,Velbert,42549,Germany,info@eukamed.de,+49 2051 319404,www.eukamed.de
15306,DE-MF-000019555,Manufacturer,Germany,MEDEALIS GmbH,DE 310 072 866,DE624275355135519,Darmstadt,Im Steinböhl,9,,,Abtsteinach,69518,Germany,office@medealis.de,+49 6207 2032 597,www.medealis.de
15307,CN-MF-000008493,Manufacturer,China,"Ningbo Trustlab Instruments Co., Ltd.",91330201MA28116P9M,,,"18F-7, No.1 Building, Wante Business Centre, Hi-Tech Zone, 315042 Ningbo, PEOPLE'S REPUBLIC OF CHINA ",,,,ningbo,315042,China,documents@trustlab-china.com,,
15308,RU-MF-000002563,Manufacturer,Russian Federation,Medical Computer Systems Ltd.,,no EROI,1037739216020,passage 4922,,building 4-2,58,"Moscow, Zelenograd",124460,Russian Federation,mks@mks.ru,+74959133194,mks.ru
